Date,Open,High,Low,Close
30-12-2010,11.624286,11.625357,11.5375,11.559286
31-12-2010,11.533929,11.552857,11.475357,11.52
03-01-2011,11.63,11.795,11.601429,11.770357
04-01-2011,11.872857,11.875,11.719643,11.831786
05-01-2011,11.769643,11.940714,11.767857,11.928571
06-01-2011,11.954286,11.973214,11.889286,11.918929
07-01-2011,11.928214,12.0125,11.853571,12.004286
10-01-2011,12.101071,12.258214,12.041786,12.230357
11-01-2011,12.317143,12.32,12.123929,12.201429
12-01-2011,12.258929,12.301071,12.214286,12.300714
13-01-2011,12.327143,12.38,12.280357,12.345714
14-01-2011,12.353214,12.445714,12.301429,12.445714
18-01-2011,11.768571,12.312857,11.642857,12.166071
19-01-2011,12.441071,12.45,12.031429,12.101429
20-01-2011,12.015357,12.082143,11.79,11.881429
21-01-2011,11.920357,11.96,11.665357,11.668571
24-01-2011,11.673929,12.051786,11.668571,12.051786
25-01-2011,12.011786,12.194286,11.948929,12.192857
26-01-2011,12.248571,12.342857,12.196429,12.280357
27-01-2011,12.277857,12.310357,12.243929,12.2575
28-01-2011,12.291786,12.3,11.911786,12.003571
31-01-2011,11.992857,12.144286,11.939286,12.118571
01-02-2011,12.189286,12.344643,12.177857,12.3225
02-02-2011,12.301786,12.330357,12.269643,12.297143
03-02-2011,12.278571,12.294286,12.091071,12.265714
04-02-2011,12.272857,12.382143,12.268214,12.375
07-02-2011,12.424643,12.616071,12.415714,12.567143
08-02-2011,12.631429,12.697143,12.576786,12.685714
09-02-2011,12.685357,12.821429,12.673929,12.791429
10-02-2011,12.763929,12.857143,12.428571,12.662143
11-02-2011,12.669643,12.778571,12.626429,12.744643
14-02-2011,12.7425,12.838571,12.739643,12.827857
15-02-2011,12.828214,12.856071,12.769643,12.853571
16-02-2011,12.885714,13.032143,12.875,12.968929
17-02-2011,12.758929,12.866786,12.732857,12.796429
18-02-2011,12.811071,12.839286,12.482857,12.52
22-02-2011,12.219643,12.335714,12.061429,12.093214
23-02-2011,12.098929,12.308571,12.093214,12.236429
24-02-2011,12.286429,12.326786,12.084643,12.245714
25-02-2011,12.330714,12.443929,12.314286,12.434286
28-02-2011,12.544286,12.680357,12.54,12.614643
01-03-2011,12.695357,12.704286,12.417143,12.475357
02-03-2011,12.498571,12.655357,12.442857,12.575714
03-03-2011,12.756786,12.849643,12.711429,12.841429
04-03-2011,12.859643,12.8675,12.776786,12.857143
07-03-2011,12.907143,12.916786,12.546786,12.691429
08-03-2011,12.675357,12.764286,12.580357,12.705714
09-03-2011,12.6675,12.67,12.521429,12.588214
10-03-2011,12.468571,12.491786,12.317857,12.381071
11-03-2011,12.333214,12.582857,12.321429,12.571071
14-03-2011,12.613571,12.731429,12.546786,12.627143
15-03-2011,12.217857,12.422857,12.146429,12.336786
16-03-2011,12.214286,12.25,11.652143,11.786071
17-03-2011,12.029643,12.128929,11.809286,11.951429
18-03-2011,12.040357,12.078571,11.785714,11.809643
21-03-2011,11.999643,12.133571,11.973571,12.117857
22-03-2011,12.234286,12.236429,12.112143,12.185714
23-03-2011,12.117143,12.150714,11.998214,12.113929
24-03-2011,12.208929,12.357143,12.102143,12.320357
25-03-2011,12.431071,12.573571,12.393571,12.555
28-03-2011,12.6125,12.654286,12.515714,12.515714
29-03-2011,12.416429,12.534286,12.359286,12.534286
30-03-2011,12.522857,12.531429,12.408571,12.451071
31-03-2011,12.37,12.492857,12.359286,12.446786
01-04-2011,12.539643,12.556786,12.260714,12.305714
04-04-2011,12.296786,12.307143,12.085714,12.185357
05-04-2011,12.035357,12.223214,12,12.103214
06-04-2011,12.186429,12.282143,12.040714,12.072857
07-04-2011,12.075,12.158214,12.001071,12.074286
08-04-2011,12.14,12.148214,11.926786,11.966429
11-04-2011,11.930714,11.988214,11.786429,11.814286
12-04-2011,11.803214,11.918929,11.792857,11.871429
13-04-2011,11.965,12.005,11.875714,12.004643
14-04-2011,11.957143,12,11.859286,11.872143
15-04-2011,11.903571,11.915714,11.671429,11.695
18-04-2011,11.646429,11.865357,11.434286,11.851786
19-04-2011,11.896429,12.070714,11.846786,12.066429
20-04-2011,12.268214,12.348214,12.196429,12.228929
21-04-2011,12.678571,12.683214,12.447143,12.525
25-04-2011,12.512143,12.633929,12.510714,12.6075
26-04-2011,12.629286,12.678214,12.476786,12.515
27-04-2011,12.58,12.583929,12.396429,12.505357
28-04-2011,12.363929,12.491071,12.34,12.383929
29-04-2011,12.385,12.641071,12.381071,12.504643
02-05-2011,12.490714,12.516786,12.339286,12.367143
03-05-2011,12.428214,12.496071,12.343571,12.435714
04-05-2011,12.437857,12.565357,12.388571,12.484643
05-05-2011,12.442857,12.533929,12.358929,12.383929
06-05-2011,12.488929,12.5,12.364643,12.380714
09-05-2011,12.423571,12.471429,12.376071,12.414286
10-05-2011,12.460357,12.488929,12.380714,12.480357
11-05-2011,12.465,12.5,12.33,12.401071
12-05-2011,12.361429,12.397143,12.223929,12.3775
13-05-2011,12.345,12.366071,12.155357,12.160714
16-05-2011,12.114286,12.186429,11.878571,11.903571
17-05-2011,11.857143,12.005,11.811786,12.005
18-05-2011,12.016786,12.180357,12,12.138214
19-05-2011,12.217143,12.228929,12.095357,12.161786
20-05-2011,12.127143,12.176786,11.965,11.972143
23-05-2011,11.784643,11.999286,11.765,11.942857
24-05-2011,11.982143,11.996429,11.833571,11.863929
25-05-2011,11.908214,12.091429,11.8875,12.027857
26-05-2011,11.998929,12.031786,11.943929,11.964286
27-05-2011,11.957143,12.058214,11.939643,12.050357
31-05-2011,12.182143,12.4225,12.178571,12.4225
01-06-2011,12.459643,12.576071,12.308929,12.339643
02-06-2011,12.375,12.427857,12.296429,12.360714
03-06-2011,12.256429,12.333214,12.214643,12.265714
06-06-2011,12.346429,12.394643,12.064643,12.072857
07-06-2011,12.0775,12.079286,11.853571,11.858571
08-06-2011,11.849286,11.957143,11.808929,11.865714
09-06-2011,11.901786,11.916786,11.8125,11.838929
10-06-2011,11.805357,11.845,11.625357,11.639286
13-06-2011,11.685714,11.725357,11.609643,11.664286
14-06-2011,11.785714,11.901786,11.761071,11.872857
15-06-2011,11.776786,11.796429,11.602857,11.669643
16-06-2011,11.675,11.738571,11.368929,11.612857
17-06-2011,11.749643,11.758929,11.405714,11.437857
20-06-2011,11.334286,11.346429,11.089286,11.261429
21-06-2011,11.31,11.635714,11.257143,11.617857
22-06-2011,11.612857,11.746429,11.513571,11.521786
23-06-2011,11.390714,11.846071,11.361429,11.829643
24-06-2011,11.834643,11.898214,11.610357,11.655357
27-06-2011,11.699643,11.925,11.6875,11.858571
28-06-2011,11.916071,12.025,11.908571,11.973571
29-06-2011,12.001429,12.013214,11.852857,11.93
30-06-2011,11.953571,12.004643,11.887143,11.988214
01-07-2011,11.998214,12.267857,11.935714,12.259286
05-07-2011,12.25,12.493929,12.232143,12.479643
06-07-2011,12.4625,12.646429,12.3825,12.562857
07-07-2011,12.666786,12.785714,12.642857,12.757143
08-07-2011,12.619286,12.857143,12.578571,12.846786
11-07-2011,12.726429,12.848929,12.600714,12.642857
12-07-2011,12.626071,12.774286,12.450714,12.633929
13-07-2011,12.7975,12.857143,12.727857,12.786429
14-07-2011,12.893214,12.914643,12.726429,12.7775
15-07-2011,12.898929,13.035714,12.8275,13.032857
18-07-2011,13.051071,13.380357,13.045714,13.35
19-07-2011,13.5,13.523214,13.332857,13.458929
20-07-2011,14.147143,14.1525,13.785714,13.817857
21-07-2011,13.819643,13.930714,13.710714,13.831786
22-07-2011,13.868571,14.108929,13.848214,14.046429
25-07-2011,13.941071,14.285714,13.915,14.232143
26-07-2011,14.285714,14.446429,14.274286,14.4075
27-07-2011,14.306786,14.38,14.005357,14.021071
28-07-2011,13.986429,14.178214,13.861786,13.993571
29-07-2011,13.844286,14.1125,13.714286,13.945714
01-08-2011,14.206429,14.267857,14.013214,14.169643
02-08-2011,14.201786,14.210714,13.869643,13.889643
03-08-2011,13.963571,14.055357,13.651429,14.020357
04-08-2011,13.9075,13.975714,13.476786,13.4775
05-08-2011,13.587143,13.696429,12.948929,13.343571
08-08-2011,12.9175,13.134643,12.607857,12.614643
09-08-2011,12.903571,13.378929,12.678571,13.3575
10-08-2011,13.255357,13.380357,12.946429,12.988929
11-08-2011,13.232857,13.408929,13.025714,13.346429
12-08-2011,13.5025,13.558571,13.365357,13.463929
15-08-2011,13.558214,13.748929,13.503214,13.693214
16-08-2011,13.625714,13.691786,13.430714,13.588571
17-08-2011,13.653929,13.732857,13.5,13.587143
18-08-2011,13.244286,13.308929,12.906071,13.073214
19-08-2011,12.934643,13.107143,12.714286,12.715357
22-08-2011,13.018214,13.031429,12.681786,12.73
23-08-2011,12.867857,13.344286,12.75,13.342857
24-08-2011,13.338214,13.534286,13.235714,13.435
25-08-2011,13.038571,13.408929,13.035714,13.347143
26-08-2011,13.256071,13.707143,13.242857,13.699286
29-08-2011,13.863571,13.982143,13.857143,13.9275
30-08-2011,13.866071,13.994286,13.793214,13.928214
31-08-2011,13.948929,14.002857,13.637857,13.743929
01-09-2011,13.779286,13.833571,13.597143,13.608214
02-09-2011,13.383571,13.5,13.279643,13.358929
06-09-2011,13.120357,13.583214,13.088571,13.562143
07-09-2011,13.77,13.771429,13.642857,13.711786
08-09-2011,13.657143,13.878929,13.653929,13.719286
09-09-2011,13.711786,13.785714,13.393571,13.481429
12-09-2011,13.321429,13.602857,13.282143,13.569286
13-09-2011,13.647857,13.793214,13.580357,13.736429
14-09-2011,13.822143,14.0075,13.777143,13.903571
15-09-2011,13.979643,14.059286,13.925,14.034286
16-09-2011,14.126429,14.303571,14.108214,14.303571
19-09-2011,14.178571,14.758214,14.114286,14.701071
20-09-2011,14.830357,15.102143,14.685357,14.766071
21-09-2011,14.987143,15.056786,14.714286,14.719286
22-09-2011,14.3225,14.636429,14.167857,14.350714
23-09-2011,14.295714,14.526429,14.280357,14.439286
26-09-2011,14.280714,14.427857,13.975,14.398929
27-09-2011,14.5975,14.616071,14.216429,14.259286
28-09-2011,14.2925,14.419286,14.161071,14.178929
29-09-2011,14.354286,14.364643,13.793214,13.948929
30-09-2011,13.825714,13.888929,13.613571,13.618571
03-10-2011,13.584643,13.665714,13.3275,13.378571
04-10-2011,13.3775,13.635714,12.651429,13.303571
05-10-2011,13.137857,13.565,12.867857,13.508929
06-10-2011,13.333214,13.742143,13.278571,13.4775
07-10-2011,13.420714,13.490714,13.160357,13.207143
10-10-2011,13.538929,13.886071,13.5075,13.886071
11-10-2011,14.020357,14.399286,13.982143,14.296071
12-10-2011,14.547857,14.616071,14.290714,14.363929
13-10-2011,14.463571,14.586786,14.3875,14.586786
14-10-2011,14.886786,15.071429,14.831071,15.071429
17-10-2011,15.062143,15.239286,14.855,14.999643
18-10-2011,15.062857,15.171786,14.856786,15.08
19-10-2011,14.333929,14.586429,14.207143,14.236429
20-10-2011,14.285714,14.298214,14.078929,14.118214
21-10-2011,14.217857,14.255,13.955357,14.031071
24-10-2011,14.149286,14.517857,14.121429,14.491786
25-10-2011,14.465357,14.519643,14.192143,14.206071
26-10-2011,14.348571,14.376786,14.041071,14.307143
27-10-2011,14.555714,14.607143,14.353214,14.453214
28-10-2011,14.392857,14.5125,14.375357,14.4625
31-10-2011,14.372143,14.618929,14.323214,14.456429
01-11-2011,14.193214,14.267857,14.043571,14.161071
02-11-2011,14.288929,14.301429,14.111071,14.193214
03-11-2011,14.2525,14.407143,14.12,14.395357
04-11-2011,14.358214,14.408571,14.255714,14.294286
07-11-2011,14.2825,14.285714,14.1475,14.276071
08-11-2011,14.364643,14.571429,14.341429,14.508214
09-11-2011,14.1775,14.3175,14.079643,14.117143
10-11-2011,14.179643,14.186071,13.648214,13.757857
11-11-2011,13.8075,13.882143,13.580714,13.736429
14-11-2011,13.697143,13.758929,13.507143,13.545
15-11-2011,13.6,13.910714,13.551786,13.886786
16-11-2011,13.901786,13.969286,13.725714,13.741786
17-11-2011,13.713571,13.735,13.410714,13.478929
18-11-2011,13.532857,13.571071,13.388571,13.390714
21-11-2011,13.228571,13.274286,13.068214,13.178929
22-11-2011,13.250714,13.4975,13.247857,13.446786
23-11-2011,13.375357,13.422857,13.102857,13.106786
25-11-2011,13.157857,13.255357,12.975714,12.984643
28-11-2011,13.298214,13.454286,13.226071,13.432857
29-11-2011,13.422857,13.529643,13.221429,13.328571
30-11-2011,13.6175,13.652857,13.510714,13.65
01-12-2011,13.662143,13.892857,13.598214,13.854643
02-12-2011,13.9225,14.058214,13.877857,13.917857
05-12-2011,14.053214,14.1575,13.9425,14.036071
06-12-2011,14.018214,14.093929,13.906429,13.9625
07-12-2011,13.926071,13.962143,13.812857,13.896071
08-12-2011,13.980357,14.125,13.936786,13.952143
09-12-2011,14.030357,14.072857,13.965357,14.057857
12-12-2011,13.988571,14.067857,13.908929,13.994286
13-12-2011,14.035714,14.121429,13.825,13.886071
14-12-2011,13.810714,13.835,13.488571,13.578214
15-12-2011,13.690357,13.705,13.511071,13.533571
16-12-2011,13.584286,13.719643,13.556071,13.607857
19-12-2011,13.659643,13.744643,13.588571,13.650357
20-12-2011,13.848571,14.146429,13.830714,14.141071
21-12-2011,14.1675,14.189286,14.000357,14.158929
22-12-2011,14.178571,14.254643,14.146429,14.233929
23-12-2011,14.274643,14.413929,14.2675,14.404643
27-12-2011,14.396429,14.610357,14.393571,14.518929
28-12-2011,14.531786,14.580357,14.333571,14.38
29-12-2011,14.407143,14.4875,14.303929,14.468571
30-12-2011,14.411071,14.51,14.410357,14.464286
03-01-2012,14.621429,14.732143,14.607143,14.686786
04-01-2012,14.642857,14.81,14.617143,14.765714
05-01-2012,14.819643,14.948214,14.738214,14.929643
06-01-2012,14.991786,15.098214,14.972143,15.085714
09-01-2012,15.196429,15.276786,15.048214,15.061786
10-01-2012,15.211071,15.214286,15.053571,15.115714
11-01-2012,15.095714,15.101786,14.975357,15.091071
12-01-2012,15.081429,15.103571,14.955357,15.049643
13-01-2012,14.989286,15.016071,14.952143,14.993214
17-01-2012,15.15,15.213929,15.105714,15.167857
18-01-2012,15.248571,15.338214,15.225,15.325357
19-01-2012,15.3625,15.406071,15.2325,15.276786
20-01-2012,15.2675,15.267857,14.991071,15.010714
23-01-2012,15.095357,15.301786,15.082143,15.264643
24-01-2012,15.182143,15.182143,14.983929,15.014643
25-01-2012,16.23,16.230356,15.8475,15.952143
26-01-2012,16.012857,16.028214,15.826429,15.879643
27-01-2012,15.869286,16.017143,15.848929,15.974286
30-01-2012,15.918214,16.210714,15.906786,16.178928
31-01-2012,16.27107,16.365713,16.18107,16.302856
